,XID,YID,n_XY,n_X,n_Y,n_Transactions,Support,Confidence,Lift
279,FUR-CH-10003298,TEC-PH-10000441,1,9,8,5009,0.001796766,0.111111111,0.013888889
280,FUR-CH-10004477,TEC-PH-10000441,1,9,8,5009,0.001796766,0.111111111,0.013888889
281,FUR-FU-10000723,TEC-PH-10000441,1,9,8,5009,0.001796766,0.111111111,0.013888889
282,FUR-FU-10001037,TEC-PH-10000441,1,7,8,5009,0.001397485,0.142857143,0.017857143
283,FUR-FU-10004864,TEC-PH-10000441,1,13,8,5009,0.002595328,0.076923077,0.009615385
284,OFF-AP-10002287,TEC-PH-10000441,1,5,8,5009,0.000998203,0.2,0.025
285,OFF-AP-10002684,TEC-PH-10000441,1,7,8,5009,0.001397485,0.142857143,0.017857143
286,OFF-AP-10003622,TEC-PH-10000441,1,5,8,5009,0.000998203,0.2,0.025
287,OFF-AR-10000940,TEC-PH-10000441,1,7,8,5009,0.001397485,0.142857143,0.017857143
288,OFF-AR-10001246,TEC-PH-10000441,1,7,8,5009,0.001397485,0.142857143,0.017857143
289,OFF-AR-10003732,TEC-PH-10000441,1,11,8,5009,0.002196047,0.090909091,0.011363636
290,OFF-BI-10002432,TEC-PH-10000441,1,8,8,5009,0.001597125,0.125,0.015625
291,OFF-BI-10002799,TEC-PH-10000441,1,7,8,5009,0.001397485,0.142857143,0.017857143
292,OFF-BI-10003291,TEC-PH-10000441,1,12,8,5009,0.002395688,0.083333333,0.010416667
293,OFF-BI-10003684,TEC-PH-10000441,1,9,8,5009,0.001796766,0.111111111,0.013888889
294,OFF-PA-10000809,TEC-PH-10000441,1,5,8,5009,0.000998203,0.2,0.025
295,OFF-PA-10000994,TEC-PH-10000441,1,9,8,5009,0.001796766,0.111111111,0.013888889
296,OFF-PA-10004888,TEC-PH-10000441,1,8,8,5009,0.001597125,0.125,0.015625
297,OFF-ST-10000142,TEC-PH-10000441,1,5,8,5009,0.000998203,0.2,0.025
298,OFF-ST-10000876,TEC-PH-10000441,1,8,8,5009,0.001597125,0.125,0.015625
299,OFF-SU-10004664,TEC-PH-10000441,1,4,8,5009,0.000798563,0.25,0.03125
300,TEC-AC-10002167,TEC-PH-10000441,1,8,8,5009,0.001597125,0.125,0.015625
301,TEC-AC-10002942,TEC-PH-10000441,1,6,8,5009,0.001197844,0.166666667,0.020833333
302,TEC-AC-10003832,TEC-PH-10000441,1,18,8,5009,0.003593532,0.055555556,0.006944444
303,TEC-PH-10002726,TEC-PH-10000441,1,7,8,5009,0.001397485,0.142857143,0.017857143
304,TEC-PH-10004531,TEC-PH-10000441,1,7,8,5009,0.001397485,0.142857143,0.017857143
305,FUR-BO-10000362,TEC-PH-10002726,1,5,7,5009,0.000998203,0.2,0.028571429
306,FUR-BO-10002916,TEC-PH-10002726,1,4,7,5009,0.000798563,0.25,0.035714286
307,FUR-FU-10002253,TEC-PH-10002726,1,7,7,5009,0.001397485,0.142857143,0.020408163
308,OFF-AR-10002671,TEC-PH-10002726,1,1,7,5009,0.000199641,1,0.142857143
309,OFF-BI-10003314,TEC-PH-10002726,1,9,7,5009,0.001796766,0.111111111,0.015873016
310,TEC-AC-10000420,TEC-PH-10002726,1,4,7,5009,0.000798563,0.25,0.035714286
311,TEC-AC-10002006,TEC-PH-10002726,1,7,7,5009,0.001397485,0.142857143,0.020408163
312,TEC-PH-10000441,TEC-PH-10002726,1,8,7,5009,0.001597125,0.125,0.017857143
313,FUR-BO-10000468,FUR-CH-10000847,1,6,6,5009,0.001197844,0.166666667,0.027777778
314,FUR-TA-10001307,FUR-CH-10000847,1,5,6,5009,0.000998203,0.2,0.033333333
315,OFF-BI-10003982,FUR-CH-10000847,1,10,6,5009,0.001996406,0.1,0.016666667
316,OFF-PA-10001293,FUR-CH-10000847,1,3,6,5009,0.000598922,0.333333333,0.055555556
317,TEC-PH-10000560,FUR-CH-10000847,1,6,6,5009,0.001197844,0.166666667,0.027777778
318,FUR-BO-10000468,FUR-CH-10001190,1,6,3,5009,0.001197844,0.166666667,0.055555556
319,FUR-FU-10004666,FUR-CH-10001190,1,3,3,5009,0.000598922,0.333333333,0.111111111
320,FUR-TA-10004086,FUR-CH-10001190,1,7,3,5009,0.001397485,0.142857143,0.047619048
321,OFF-AP-10003057,FUR-CH-10001190,1,3,3,5009,0.000598922,0.333333333,0.111111111
322,OFF-AP-10004052,FUR-CH-10001190,1,5,3,5009,0.000998203,0.2,0.066666667
323,OFF-FA-10002780,FUR-CH-10001190,1,5,3,5009,0.000998203,0.2,0.066666667
324,OFF-LA-10004545,FUR-CH-10001190,1,5,3,5009,0.000998203,0.2,0.066666667
325,TEC-AC-10000682,FUR-CH-10001190,1,6,3,5009,0.001197844,0.166666667,0.055555556
326,TEC-PH-10000702,FUR-CH-10001190,1,5,3,5009,0.000998203,0.2,0.066666667
327,FUR-BO-10000468,FUR-FU-10000320,1,6,6,5009,0.001197844,0.166666667,0.027777778
328,FUR-FU-10001940,FUR-FU-10000320,1,10,6,5009,0.001996406,0.1,0.016666667
329,OFF-PA-10001815,FUR-FU-10000320,1,5,6,5009,0.000998203,0.2,0.033333333
330,OFF-ST-10002554,FUR-FU-10000320,1,9,6,5009,0.001796766,0.111111111,0.018518519
331,TEC-PH-10001835,FUR-FU-10000320,1,3,6,5009,0.000598922,0.333333333,0.055555556
332,FUR-BO-10000468,FUR-FU-10001706,1,6,10,5009,0.001197844,0.166666667,0.016666667
333,FUR-CH-10003061,FUR-FU-10001706,1,8,10,5009,0.001597125,0.125,0.0125
334,FUR-FU-10002157,FUR-FU-10001706,1,3,10,5009,0.000598922,0.333333333,0.033333333
335,FUR-FU-10004270,FUR-FU-10001706,1,16,10,5009,0.00319425,0.0625,0.00625
336,FUR-TA-10002607,FUR-FU-10001706,1,8,10,5009,0.001597125,0.125,0.0125
337,FUR-TA-10002958,FUR-FU-10001706,1,8,10,5009,0.001597125,0.125,0.0125
338,OFF-AR-10001149,FUR-FU-10001706,1,7,10,5009,0.001397485,0.142857143,0.014285714
339,OFF-BI-10000545,FUR-FU-10001706,1,9,10,5009,0.001796766,0.111111111,0.011111111
340,OFF-BI-10004410,FUR-FU-10001706,1,4,10,5009,0.000798563,0.25,0.025
341,OFF-BI-10004781,FUR-FU-10001706,1,5,10,5009,0.000998203,0.2,0.02
342,OFF-FA-10000992,FUR-FU-10001706,1,5,10,5009,0.000998203,0.2,0.02
343,OFF-FA-10002988,FUR-FU-10001706,1,8,10,5009,0.001597125,0.125,0.0125
344,OFF-LA-10002762,FUR-FU-10001706,1,8,10,5009,0.001597125,0.125,0.0125
345,OFF-PA-10001357,FUR-FU-10001706,1,5,10,5009,0.000998203,0.2,0.02
346,OFF-PA-10001736,FUR-FU-10001706,1,5,10,5009,0.000998203,0.2,0.02
347,OFF-PA-10001804,FUR-FU-10001706,1,8,10,5009,0.001597125,0.125,0.0125
348,OFF-PA-10001970,FUR-FU-10001706,1,19,10,5009,0.003793172,0.052631579,0.005263158
349,OFF-ST-10000617,FUR-FU-10001706,1,6,10,5009,0.001197844,0.166666667,0.016666667
350,OFF-ST-10000642,FUR-FU-10001706,1,6,10,5009,0.001197844,0.166666667,0.016666667
351,OFF-SU-10001218,FUR-FU-10001706,1,7,10,5009,0.001397485,0.142857143,0.014285714
352,TEC-AC-10002600,FUR-FU-10001706,1,2,10,5009,0.000399281,0.5,0.05
353,TEC-AC-10004171,FUR-FU-10001706,1,6,10,5009,0.001197844,0.166666667,0.016666667
354,TEC-AC-10004353,FUR-FU-10001706,1,7,10,5009,0.001397485,0.142857143,0.014285714
355,TEC-PH-10000984,FUR-FU-10001706,1,7,10,5009,0.001397485,0.142857143,0.014285714
356,TEC-PH-10002922,FUR-FU-10001706,1,4,10,5009,0.000798563,0.25,0.025
357,TEC-PH-10003012,FUR-FU-10001706,1,10,10,5009,0.001996406,0.1,0.01
358,FUR-BO-10000468,OFF-AR-10001044,1,6,9,5009,0.001197844,0.166666667,0.018518519
359,FUR-BO-10004409,OFF-AR-10001044,1,6,9,5009,0.001197844,0.166666667,0.018518519
360,FUR-FU-10001057,OFF-AR-10001044,1,4,9,5009,0.000798563,0.25,0.027777778
361,OFF-AR-10002804,OFF-AR-10001044,1,5,9,5009,0.000998203,0.2,0.022222222
362,OFF-PA-10001934,OFF-AR-10001044,1,8,9,5009,0.001597125,0.125,0.013888889
363,OFF-ST-10000078,OFF-AR-10001044,1,11,9,5009,0.002196047,0.090909091,0.01010101
364,TEC-PH-10002070,OFF-AR-10001044,1,3,9,5009,0.000598922,0.333333333,0.037037037
365,TEC-PH-10002583,OFF-AR-10001044,1,5,9,5009,0.000998203,0.2,0.022222222
366,TEC-PH-10004071,OFF-AR-10001044,1,5,9,5009,0.000998203,0.2,0.022222222
367,FUR-BO-10000468,OFF-ST-10002554,1,6,9,5009,0.001197844,0.166666667,0.018518519
368,FUR-CH-10001215,OFF-ST-10002554,1,9,9,5009,0.001796766,0.111111111,0.012345679
369,FUR-FU-10000320,OFF-ST-10002554,1,6,9,5009,0.001197844,0.166666667,0.018518519
370,FUR-FU-10001876,OFF-ST-10002554,1,7,9,5009,0.001397485,0.142857143,0.015873016
371,FUR-TA-10001705,OFF-ST-10002554,1,4,9,5009,0.000798563,0.25,0.027777778
372,OFF-AR-10002987,OFF-ST-10002554,1,7,9,5009,0.001397485,0.142857143,0.015873016
373,OFF-EN-10001509,OFF-ST-10002554,1,11,9,5009,0.002196047,0.090909091,0.01010101
374,OFF-LA-10000081,OFF-ST-10002554,1,4,9,5009,0.000798563,0.25,0.027777778
375,OFF-PA-10001497,OFF-ST-10002554,1,5,9,5009,0.000998203,0.2,0.022222222
376,OFF-PA-10002222,OFF-ST-10002554,1,6,9,5009,0.001197844,0.166666667,0.018518519
377,OFF-PA-10002751,OFF-ST-10002554,1,4,9,5009,0.000798563,0.25,0.027777778
378,OFF-PA-10003309,OFF-ST-10002554,1,4,9,5009,0.000798563,0.25,0.027777778
379,OFF-PA-10004255,OFF-ST-10002554,1,4,9,5009,0.000798563,0.25,0.027777778
380,TEC-AC-10002018,OFF-ST-10002554,1,5,9,5009,0.000998203,0.2,0.022222222
381,TEC-AC-10002637,OFF-ST-10002554,2,5,9,5009,0.000998203,0.4,0.044444444
382,TEC-AC-10003832,OFF-ST-10002554,1,18,9,5009,0.003593532,0.055555556,0.00617284
383,TEC-MA-10003589,OFF-ST-10002554,1,1,9,5009,0.000199641,1,0.111111111
384,TEC-PH-10001336,OFF-ST-10002554,1,9,9,5009,0.001796766,0.111111111,0.012345679
385,FUR-BO-10000780,FUR-TA-10002774,1,5,3,5009,0.000998203,0.2,0.066666667
386,OFF-BI-10001989,FUR-TA-10002774,1,10,3,5009,0.001996406,0.1,0.033333333
387,OFF-BI-10004364,FUR-TA-10002774,1,12,3,5009,0.002395688,0.083333333,0.027777778
388,TEC-AC-10004001,FUR-TA-10002774,1,2,3,5009,0.000399281,0.5,0.166666667
389,FUR-BO-10000780,FUR-TA-10002855,1,5,5,5009,0.000998203,0.2,0.04
390,FUR-CH-10004875,FUR-TA-10002855,1,8,5,5009,0.001597125,0.125,0.025
391,OFF-AP-10000240,FUR-TA-10002855,1,5,5,5009,0.000998203,0.2,0.04
392,OFF-AP-10001626,FUR-TA-10002855,1,7,5,5009,0.001397485,0.142857143,0.028571429
393,OFF-BI-10002393,FUR-TA-10002855,1,6,5,5009,0.001197844,0.166666667,0.033333333
394,OFF-EN-10000781,FUR-TA-10002855,1,2,5,5009,0.000399281,0.5,0.1
395,OFF-PA-10002160,FUR-TA-10002855,1,8,5,5009,0.001597125,0.125,0.025
396,OFF-PA-10004239,FUR-TA-10002855,1,4,5,5009,0.000798563,0.25,0.05
397,FUR-BO-10000780,OFF-AP-10000240,1,5,5,5009,0.000998203,0.2,0.04
398,FUR-FU-10001940,OFF-AP-10000240,1,10,5,5009,0.001996406,0.1,0.02
399,FUR-FU-10004091,OFF-AP-10000240,1,8,5,5009,0.001597125,0.125,0.025
400,FUR-TA-10002855,OFF-AP-10000240,1,5,5,5009,0.000998203,0.2,0.04
401,FUR-TA-10002903,OFF-AP-10000240,1,5,5,5009,0.000998203,0.2,0.04
402,OFF-AR-10003190,OFF-AP-10000240,1,6,5,5009,0.001197844,0.166666667,0.033333333
403,OFF-LA-10002381,OFF-AP-10000240,1,2,5,5009,0.000399281,0.5,0.1
404,OFF-PA-10000575,OFF-AP-10000240,1,7,5,5009,0.001397485,0.142857143,0.028571429
405,TEC-AC-10001101,OFF-AP-10000240,1,4,5,5009,0.000798563,0.25,0.05
406,FUR-BO-10000780,OFF-AR-10003759,1,5,7,5009,0.000998203,0.2,0.028571429
407,FUR-CH-10000863,OFF-AR-10003759,1,8,7,5009,0.001597125,0.125,0.017857143
408,OFF-AP-10004052,OFF-AR-10003759,1,5,7,5009,0.000998203,0.2,0.028571429
409,OFF-AR-10001227,OFF-AR-10003759,1,2,7,5009,0.000399281,0.5,0.071428571
410,OFF-AR-10001940,OFF-AR-10003759,1,4,7,5009,0.000798563,0.25,0.035714286
411,OFF-BI-10003984,OFF-AR-10003759,1,7,7,5009,0.001397485,0.142857143,0.020408163
412,OFF-EN-10003001,OFF-AR-10003759,1,4,7,5009,0.000798563,0.25,0.035714286
413,OFF-PA-10001667,OFF-AR-10003759,1,8,7,5009,0.001597125,0.125,0.017857143
414,OFF-PA-10001837,OFF-AR-10003759,1,2,7,5009,0.000399281,0.5,0.071428571
415,OFF-PA-10001972,OFF-AR-10003759,1,9,7,5009,0.001796766,0.111111111,0.015873016
416,OFF-ST-10004950,OFF-AR-10003759,1,11,7,5009,0.002196047,0.090909091,0.012987013
417,TEC-AC-10000990,OFF-AR-10003759,1,3,7,5009,0.000598922,0.333333333,0.047619048
418,TEC-MA-10002930,OFF-AR-10003759,1,3,7,5009,0.000598922,0.333333333,0.047619048
419,FUR-BO-10000780,OFF-BI-10001989,1,5,10,5009,0.000998203,0.2,0.02
420,FUR-FU-10000732,OFF-BI-10001989,1,7,10,5009,0.001397485,0.142857143,0.014285714
421,FUR-TA-10002774,OFF-BI-10001989,1,3,10,5009,0.000598922,0.333333333,0.033333333
422,OFF-AP-10003287,OFF-BI-10001989,1,6,10,5009,0.001197844,0.166666667,0.016666667
423,OFF-AR-10001149,OFF-BI-10001989,1,7,10,5009,0.001397485,0.142857143,0.014285714
424,OFF-AR-10002987,OFF-BI-10001989,1,7,10,5009,0.001397485,0.142857143,0.014285714
425,OFF-BI-10001036,OFF-BI-10001989,1,8,10,5009,0.001597125,0.125,0.0125
426,OFF-BI-10002225,OFF-BI-10001989,1,7,10,5009,0.001397485,0.142857143,0.014285714
427,OFF-BI-10004364,OFF-BI-10001989,1,12,10,5009,0.002395688,0.083333333,0.008333333
428,OFF-LA-10000414,OFF-BI-10001989,1,4,10,5009,0.000798563,0.25,0.025
429,OFF-LA-10003498,OFF-BI-10001989,1,4,10,5009,0.000798563,0.25,0.025
430,TEC-AC-10000420,OFF-BI-10001989,1,4,10,5009,0.000798563,0.25,0.025
431,TEC-AC-10001714,OFF-BI-10001989,1,7,10,5009,0.001397485,0.142857143,0.014285714
432,TEC-AC-10004001,OFF-BI-10001989,1,2,10,5009,0.000399281,0.5,0.05
433,FUR-BO-10000780,OFF-BI-10004364,1,5,12,5009,0.000998203,0.2,0.016666667
434,FUR-CH-10001146,OFF-BI-10004364,1,15,12,5009,0.00299461,0.066666667,0.005555556
435,FUR-FU-10002268,OFF-BI-10004364,1,7,12,5009,0.001397485,0.142857143,0.011904762
436,FUR-FU-10002703,OFF-BI-10004364,1,2,12,5009,0.000399281,0.5,0.041666667
437,FUR-FU-10002918,OFF-BI-10004364,1,5,12,5009,0.000998203,0.2,0.016666667
438,FUR-TA-10000617,OFF-BI-10004364,1,6,12,5009,0.001197844,0.166666667,0.013888889
439,FUR-TA-10002774,OFF-BI-10004364,1,3,12,5009,0.000598922,0.333333333,0.027777778
440,OFF-AP-10002311,OFF-BI-10004364,1,10,12,5009,0.001996406,0.1,0.008333333
441,OFF-AR-10000634,OFF-BI-10004364,1,7,12,5009,0.001397485,0.142857143,0.011904762
442,OFF-AR-10001216,OFF-BI-10004364,1,3,12,5009,0.000598922,0.333333333,0.027777778
443,OFF-AR-10001953,OFF-BI-10004364,1,7,12,5009,0.001397485,0.142857143,0.011904762
444,OFF-AR-10004456,OFF-BI-10004364,1,4,12,5009,0.000798563,0.25,0.020833333
445,OFF-BI-10000605,OFF-BI-10004364,1,9,12,5009,0.001796766,0.111111111,0.009259259
446,OFF-BI-10001989,OFF-BI-10004364,1,10,12,5009,0.001996406,0.1,0.008333333
447,OFF-BI-10004826,OFF-BI-10004364,1,6,12,5009,0.001197844,0.166666667,0.013888889
448,OFF-LA-10000443,OFF-BI-10004364,1,8,12,5009,0.001597125,0.125,0.010416667
449,OFF-LA-10002195,OFF-BI-10004364,1,5,12,5009,0.000998203,0.2,0.016666667
450,OFF-LA-10003720,OFF-BI-10004364,1,7,12,5009,0.001397485,0.142857143,0.011904762
451,OFF-PA-10000100,OFF-BI-10004364,1,8,12,5009,0.001597125,0.125,0.010416667
452,OFF-PA-10000474,OFF-BI-10004364,1,12,12,5009,0.002395688,0.083333333,0.006944444
453,OFF-PA-10001125,OFF-BI-10004364,1,9,12,5009,0.001796766,0.111111111,0.009259259
454,OFF-PA-10001712,OFF-BI-10004364,1,3,12,5009,0.000598922,0.333333333,0.027777778
455,OFF-PA-10004355,OFF-BI-10004364,1,5,12,5009,0.000998203,0.2,0.016666667
456,OFF-ST-10000760,OFF-BI-10004364,1,5,12,5009,0.000998203,0.2,0.016666667
457,OFF-ST-10003123,OFF-BI-10004364,1,10,12,5009,0.001996406,0.1,0.008333333
458,OFF-SU-10001165,OFF-BI-10004364,1,5,12,5009,0.000998203,0.2,0.016666667
459,TEC-AC-10000303,OFF-BI-10004364,1,3,12,5009,0.000598922,0.333333333,0.027777778
460,TEC-AC-10004001,OFF-BI-10004364,1,2,12,5009,0.000399281,0.5,0.041666667
461,TEC-PH-10000127,OFF-BI-10004364,1,2,12,5009,0.000399281,0.5,0.041666667
462,TEC-PH-10002824,OFF-BI-10004364,1,3,12,5009,0.000598922,0.333333333,0.027777778
463,FUR-BO-10000780,OFF-EN-10003001,1,5,4,5009,0.000998203,0.2,0.05
464,FUR-BO-10004015,OFF-EN-10003001,1,9,4,5009,0.001796766,0.111111111,0.027777778
465,FUR-FU-10004091,OFF-EN-10003001,1,8,4,5009,0.001597125,0.125,0.03125
466,OFF-AR-10003759,OFF-EN-10003001,1,7,4,5009,0.001397485,0.142857143,0.035714286
467,OFF-FA-10000053,OFF-EN-10003001,1,6,4,5009,0.001197844,0.166666667,0.041666667
468,OFF-LA-10003766,OFF-EN-10003001,1,7,4,5009,0.001397485,0.142857143,0.035714286
469,OFF-PA-10000357,OFF-EN-10003001,1,12,4,5009,0.002395688,0.083333333,0.020833333
470,OFF-PA-10001289,OFF-EN-10003001,1,8,4,5009,0.001597125,0.125,0.03125
471,OFF-PA-10001972,OFF-EN-10003001,1,9,4,5009,0.001796766,0.111111111,0.027777778
472,OFF-PA-10003892,OFF-EN-10003001,1,4,4,5009,0.000798563,0.25,0.0625
473,OFF-ST-10002344,OFF-EN-10003001,1,8,4,5009,0.001597125,0.125,0.03125
474,OFF-ST-10004804,OFF-EN-10003001,1,10,4,5009,0.001996406,0.1,0.025
475,TEC-PH-10000215,OFF-EN-10003001,1,6,4,5009,0.001197844,0.166666667,0.041666667
476,TEC-PH-10003645,OFF-EN-10003001,1,7,4,5009,0.001397485,0.142857143,0.035714286
477,FUR-BO-10000780,OFF-PA-10001972,1,5,9,5009,0.000998203,0.2,0.022222222
478,FUR-CH-10000015,OFF-PA-10001972,1,6,9,5009,0.001197844,0.166666667,0.018518519
479,FUR-CH-10000155,OFF-PA-10001972,1,6,9,5009,0.001197844,0.166666667,0.018518519
480,FUR-FU-10000221,OFF-PA-10001972,1,9,9,5009,0.001796766,0.111111111,0.012345679
481,FUR-FU-10002554,OFF-PA-10001972,1,4,9,5009,0.000798563,0.25,0.027777778
482,OFF-AR-10003759,OFF-PA-10001972,1,7,9,5009,0.001397485,0.142857143,0.015873016
483,OFF-BI-10000201,OFF-PA-10001972,1,6,9,5009,0.001197844,0.166666667,0.018518519
484,OFF-EN-10003001,OFF-PA-10001972,1,4,9,5009,0.000798563,0.25,0.027777778
485,OFF-PA-10004041,OFF-PA-10001972,1,6,9,5009,0.001197844,0.166666667,0.018518519
486,OFF-ST-10004180,OFF-PA-10001972,1,5,9,5009,0.000998203,0.2,0.022222222
487,TEC-AC-10002942,OFF-PA-10001972,1,6,9,5009,0.001197844,0.166666667,0.018518519
488,TEC-CO-10001571,OFF-PA-10001972,1,7,9,5009,0.001397485,0.142857143,0.015873016
489,TEC-PH-10004165,OFF-PA-10001972,1,9,9,5009,0.001796766,0.111111111,0.012345679
490,FUR-BO-10000780,OFF-ST-10002352,1,5,6,5009,0.000998203,0.2,0.033333333
491,FUR-CH-10000229,OFF-ST-10002352,1,4,6,5009,0.000798563,0.25,0.041666667
492,FUR-FU-10004952,OFF-ST-10002352,1,4,6,5009,0.000798563,0.25,0.041666667
493,OFF-BI-10003910,OFF-ST-10002352,1,10,6,5009,0.001996406,0.1,0.016666667
494,OFF-PA-10003172,OFF-ST-10002352,1,8,6,5009,0.001597125,0.125,0.020833333
495,OFF-ST-10004123,OFF-ST-10002352,1,8,6,5009,0.001597125,0.125,0.020833333
496,TEC-PH-10000455,OFF-ST-10002352,1,3,6,5009,0.000598922,0.333333333,0.055555556
497,FUR-BO-10000780,TEC-AC-10004001,1,5,2,5009,0.000998203,0.2,0.1
498,FUR-TA-10002774,TEC-AC-10004001,1,3,2,5009,0.000598922,0.333333333,0.166666667
499,OFF-BI-10001989,TEC-AC-10004001,1,10,2,5009,0.001996406,0.1,0.05
500,OFF-BI-10004364,TEC-AC-10004001,1,12,2,5009,0.002395688,0.083333333,0.041666667
501,OFF-PA-10001534,TEC-AC-10004001,1,5,2,5009,0.000998203,0.2,0.1
502,OFF-PA-10001815,TEC-AC-10004001,1,5,2,5009,0.000998203,0.2,0.1
503,OFF-ST-10000615,TEC-AC-10004001,1,8,2,5009,0.001597125,0.125,0.0625
504,TEC-PH-10004531,TEC-AC-10004001,1,7,2,5009,0.001397485,0.142857143,0.071428571
505,FUR-BO-10001337,FUR-FU-10004952,1,10,4,5009,0.001996406,0.1,0.025
506,OFF-PA-10003001,FUR-FU-10004952,1,4,4,5009,0.000798563,0.25,0.0625
507,OFF-PA-10003172,FUR-FU-10004952,1,8,4,5009,0.001597125,0.125,0.03125
508,OFF-ST-10002352,FUR-FU-10004952,1,6,4,5009,0.001197844,0.166666667,0.041666667
509,OFF-ST-10004123,FUR-FU-10004952,1,8,4,5009,0.001597125,0.125,0.03125
510,TEC-AC-10003628,FUR-FU-10004952,1,15,4,5009,0.00299461,0.066666667,0.016666667
511,TEC-PH-10001944,FUR-FU-10004952,1,6,4,5009,0.001197844,0.166666667,0.041666667
512,FUR-BO-10001337,FUR-TA-10004147,1,10,4,5009,0.001996406,0.1,0.025
513,FUR-TA-10004175,FUR-TA-10004147,1,3,4,5009,0.000598922,0.333333333,0.083333333
514,OFF-AR-10001662,FUR-TA-10004147,1,7,4,5009,0.001397485,0.142857143,0.035714286
515,OFF-AR-10002578,FUR-TA-10004147,1,4,4,5009,0.000798563,0.25,0.0625
516,OFF-AR-10003469,FUR-TA-10004147,1,8,4,5009,0.001597125,0.125,0.03125
517,OFF-LA-10002945,FUR-TA-10004147,1,6,4,5009,0.001197844,0.166666667,0.041666667
518,OFF-PA-10000533,FUR-TA-10004147,1,6,4,5009,0.001197844,0.166666667,0.041666667
519,OFF-PA-10000605,FUR-TA-10004147,1,3,4,5009,0.000598922,0.333333333,0.083333333
520,OFF-ST-10001558,FUR-TA-10004147,1,11,4,5009,0.002196047,0.090909091,0.022727273
521,OFF-ST-10004459,FUR-TA-10004147,1,8,4,5009,0.001597125,0.125,0.03125
522,TEC-AC-10003911,FUR-TA-10004147,1,5,4,5009,0.000998203,0.2,0.05
523,TEC-PH-10002170,FUR-TA-10004147,1,6,4,5009,0.001197844,0.166666667,0.041666667
524,FUR-BO-10001337,OFF-AR-10001662,1,10,7,5009,0.001996406,0.1,0.014285714
525,FUR-CH-10004063,OFF-AR-10001662,1,8,7,5009,0.001597125,0.125,0.017857143
526,FUR-TA-10004147,OFF-AR-10001662,1,4,7,5009,0.000798563,0.25,0.035714286
527,OFF-AR-10003856,OFF-AR-10001662,1,6,7,5009,0.001197844,0.166666667,0.023809524
528,OFF-BI-10001097,OFF-AR-10001662,1,9,7,5009,0.001796766,0.111111111,0.015873016
529,OFF-BI-10003527,OFF-AR-10001662,1,10,7,5009,0.001996406,0.1,0.014285714
530,OFF-BI-10004632,OFF-AR-10001662,1,14,7,5009,0.002794969,0.071428571,0.010204082
531,OFF-FA-10001883,OFF-AR-10001662,1,4,7,5009,0.000798563,0.25,0.035714286
532,OFF-PA-10000955,OFF-AR-10001662,1,3,7,5009,0.000598922,0.333333333,0.047619048
533,OFF-PA-10001685,OFF-AR-10001662,1,5,7,5009,0.000998203,0.2,0.028571429
534,OFF-ST-10001228,OFF-AR-10001662,1,9,7,5009,0.001796766,0.111111111,0.015873016
535,OFF-ST-10001558,OFF-AR-10001662,1,11,7,5009,0.002196047,0.090909091,0.012987013
536,TEC-PH-10004531,OFF-AR-10001662,1,7,7,5009,0.001397485,0.142857143,0.020408163
537,TEC-PH-10004539,OFF-AR-10001662,1,7,7,5009,0.001397485,0.142857143,0.020408163
538,TEC-PH-10004977,OFF-AR-10001662,1,9,7,5009,0.001796766,0.111111111,0.015873016
539,FUR-BO-10001337,OFF-BI-10002764,1,10,8,5009,0.001996406,0.1,0.0125
540,OFF-AP-10000358,OFF-BI-10002764,1,9,8,5009,0.001796766,0.111111111,0.013888889
541,OFF-AR-10003338,OFF-BI-10002764,1,7,8,5009,0.001397485,0.142857143,0.017857143
542,OFF-BI-10001524,OFF-BI-10002764,1,14,8,5009,0.002794969,0.071428571,0.008928571
543,OFF-BI-10004728,OFF-BI-10002764,1,13,8,5009,0.002595328,0.076923077,0.009615385
544,OFF-EN-10001509,OFF-BI-10002764,1,11,8,5009,0.002196047,0.090909091,0.011363636
545,OFF-EN-10004386,OFF-BI-10002764,1,5,8,5009,0.000998203,0.2,0.025
546,OFF-PA-10001461,OFF-BI-10002764,1,2,8,5009,0.000399281,0.5,0.0625
547,OFF-PA-10004041,OFF-BI-10002764,1,6,8,5009,0.001197844,0.166666667,0.020833333
548,TEC-AC-10000358,OFF-BI-10002764,1,6,8,5009,0.001197844,0.166666667,0.020833333
549,TEC-PH-10000576,OFF-BI-10002764,1,7,8,5009,0.001397485,0.142857143,0.017857143
550,TEC-PH-10000586,OFF-BI-10002764,1,3,8,5009,0.000598922,0.333333333,0.041666667
551,TEC-PH-10001254,OFF-BI-10002764,1,4,8,5009,0.000798563,0.25,0.03125
552,TEC-PH-10001557,OFF-BI-10002764,1,10,8,5009,0.001996406,0.1,0.0125
553,TEC-PH-10004977,OFF-BI-10002764,1,9,8,5009,0.001796766,0.111111111,0.013888889
554,FUR-BO-10001337,OFF-BI-10003529,1,10,6,5009,0.001996406,0.1,0.016666667
555,FUR-CH-10000309,OFF-BI-10003529,1,5,6,5009,0.000998203,0.2,0.033333333
556,FUR-FU-10004622,OFF-BI-10003529,1,3,6,5009,0.000598922,0.333333333,0.055555556
557,OFF-AR-10000716,OFF-BI-10003529,1,7,6,5009,0.001397485,0.142857143,0.023809524
558,OFF-BI-10002735,OFF-BI-10003529,1,10,6,5009,0.001996406,0.1,0.016666667
559,TEC-AC-10001101,OFF-BI-10003529,1,4,6,5009,0.000798563,0.25,0.041666667
